gene_name,item_number,product_name
MAP2,HZGHC003927c012,Human MAP2 2bp deletion knockout cell line
FOLH1,HZGHC003929c012,Human FOLH1 7bp deletion knockout cell line
PRLR,HZGHC003937c006,Human PRLR 25bp deletion knockout cell line
PRLR,HZGHC003937c011,Human PRLR 11bp deletion knockout cell line
QSOX1,HZGHC003945c004,Human QSOX1 2bp deletion knockout cell line
QSOX1,HZGHC003945c010,Human QSOX1 2bp insertion knockout cell line
MB21D1,HZGHC003946c003,Human MB21D1 2bp deletion knockout cell line
MB21D1,HZGHC003946c007,Human MB21D1 7bp deletion knockout cell line
PTPN11,HZGHC003949c003,Human PTPN11 2bp deletion knockout cell line
FGFR1,HZGHC003952c004,Human FGFR1 8bp deletion knockout cell line
FGFR1,HZGHC003952c011,Human FGFR1 2bp deletion knockout cell line
USP42,HZGHC003959c002,Human USP42 8bp deletion knockout cell line
USP42,HZGHC003959c010,Human USP42 5bp deletion knockout cell line
UCHL1,HZGHC003960c004,Human UCHL1 11bp deletion knockout cell line
UCHL1,HZGHC003960c010,Human UCHL1 1bp insertion knockout cell line
MADD,HZGHC003962c004,Human MADD 20bp deletion knockout cell line
MADD,HZGHC003962c010,Human MADD 2bp deletion knockout cell line
ZNF74,HZGHC003963c009,Human ZNF74 10bp deletion knockout cell line
ZNF74,HZGHC003963c010,Human ZNF74 5bp deletion knockout cell line
ZNF91,HZGHC003965c005,Human ZNF91 1bp insertion knockout cell line
ZNF91,HZGHC003965c008,Human ZNF91 5bp deletion knockout cell line
ZNF91,HZGHC003965c009,Human ZNF91 1bp deletion knockout cell line
ZNF777,HZGHC003968c005,Human ZNF777 10bp deletion knockout cell line
ZNF777,HZGHC003968c010,Human ZNF777 34bp deletion knockout cell line
C11ORF30,HZGHC003974c006,Human C11orf30 5bp deletion knockout cell line
C11ORF30,HZGHC003974c012,Human C11orf30 8bp deletion knockout cell line
ZNF746,HZGHC003975c005,Human ZNF746 47bp deletion knockout cell line
LDLR,HZGHC003978c019,HAP1 LDLR (-)
HNRNPDL,HZGHC003981c010,Human HNRNPDL 1bp deletion knockout cell line
HNRNPDL,HZGHC003981c011,Human HNRNPDL 2bp deletion knockout cell line
HNRNPDL,HZGHC003981c012,Human HNRNPDL 2bp deletion knockout cell line
CDH3,HZGHC003983c004,Human CDH3 10bp deletion knockout cell line
CDH3,HZGHC003983c005,Human CDH3 8bp deletion knockout cell line
PLP2,HZGHC003989c004,Human PLP2 7bp deletion knockout cell line
PLP2,HZGHC003989c007,Human PLP2 8bp deletion knockout cell line
FANCC,HZGHC003995c001,"Human CHAMP1, FANCC multiple knockout cell line"
FANCC,HZGHC003995c008,"Human CHAMP1, FANCC multiple knockout cell line"
REV1,HZGHC003996c003,"Human CHAMP1, REV1 multiple knockout cell line"
REV1,HZGHC003996c010,"Human CHAMP1, REV1 multiple knockout cell line"
ZBTB24,HZGHC003997c003,Human ZBTB24 1bp insertion knockout cell line
ZBTB24,HZGHC003997c010,Human ZBTB24 1bp insertion knockout cell line
ZBTB24,HZGHC003997c011,Human ZBTB24 1bp insertion knockout cell line
CDCA7,HZGHC004000c001,Human CDCA7 5bp deletion knockout cell line
CDCA7,HZGHC004000c012,Human CDCA7 7bp deletion knockout cell line
NAT9,HZGHC004002c008,Human NAT9 1bp insertion knockout cell line
NAT9,HZGHC004002c010,Human NAT9 1bp insertion knockout cell line
NAT14,HZGHC004003c007,Human NAT14 7bp deletion knockout cell line
NAT14,HZGHC004003c010,Human NAT14 1bp insertion knockout cell line
NAT14,HZGHC004004c006,Human NAT14 134bp deletion knockout cell line
C17ORF103,HZGHC004005c005,Human C17orf103 8bp deletion knockout cell line
C17ORF103,HZGHC004005c010,Human C17orf103 1bp insertion knockout cell line
ASPSCR1,HZGHC004012c002,Human ASPSCR1 11bp deletion knockout cell line
ASPSCR1,HZGHC004012c007,Human ASPSCR1 14bp deletion knockout cell line
CDKN1A,HZGHC004015c009,Human CDKN1A 16bp deletion knockout cell line
CDKN1A,HZGHC004015c010,Human CDKN1A 1bp insertion knockout cell line
PRDX1,HZGHC004016c001,Human PRDX1 1bp insertion knockout cell line
PRDX1,HZGHC004016c003,Human PRDX1 2bp deletion knockout cell line
PRDX1,HZGHC004016c010,Human PRDX1 1bp deletion knockout cell line
BRCC3,HZGHC004018c012,Human BRCC3 1bp deletion knockout cell line
MAP3K1,HZGHC004019c002,Human MAP3K1 1bp insertion knockout cell line
MAP3K1,HZGHC004019c009,Human MAP3K1 10bp deletion knockout cell line
LRP5,HZGHC004020c009,Human LRP5 23bp deletion knockout cell line
SLC39A8,HZGHC004021c006,Human SLC39A8 2bp insertion knockout cell line
SLC39A8,HZGHC004021c011,Human SLC39A8 8bp deletion knockout cell line
PRDX1,HZGHC004022c005,Human PRDX1 5bp deletion knockout cell line
PRDX1,HZGHC004022c010,Human PRDX1 11bp deletion knockout cell line
TAZ,HZGHC004024c008,Human TAZ 4bp deletion knockout cell line
TAZ,HZGHC004024c009,Human TAZ 5bp deletion knockout cell line
TRAPPC11,HZGHC004025c010,Human TRAPPC11 4bp insertion knockout cell line
TRAPPC11,HZGHC004025c011,Human TRAPPC11 4bp insertion knockout cell line
CCDC53,HZGHC004026c001,Human CCDC53 1bp insertion knockout cell line
CCDC53,HZGHC004026c008,Human CCDC53 5bp deletion knockout cell line
IQSEC1,HZGHC004028c001,Human IQSEC1 2bp deletion knockout cell line
IQSEC1,HZGHC004028c007,Human IQSEC1 16bp deletion knockout cell line
GPR137,HZGHC004029c002,Human GPR137 1bp deletion knockout cell line
WDR37,HZGHC004030c011,Human WDR37 2bp insertion knockout cell line
GRN,HZGHC004031c006,Human GRN 10bp deletion knockout cell line
GRN,HZGHC004031c009,Human GRN 2bp insertion knockout cell line
ASXL1,HZGHC004032c010,Human ASXL1 2bp deletion knockout cell line
ASXL1,HZGHC004032c012,Human ASXL1 4bp deletion knockout cell line
WDR73,HZGHC004033c004,"Human WHAMM, WDR73 multiple knockout cell line"
ERCC5,HZGHC004035c002,Human BIVM-ERCC5 17bp deletion knockout cell line
ERCC5,HZGHC004035c006,Human BIVM-ERCC5 11bp deletion knockout cell line
ZNF589,HZGHC004037c003,Human ZNF589 23bp deletion knockout cell line
ZNF589,HZGHC004037c008,Human ZNF589 7bp deletion knockout cell line
GHITM,HZGHC004039c011,Human GHITM 10bp deletion knockout cell line
GHITM,HZGHC004040c002,Human GHITM 32bp deletion knockout cell line
GHITM,HZGHC004040c010,Human GHITM 7bp deletion knockout cell line
TMBIM6,HZGHC004041c001,Human TMBIM6 1bp deletion knockout cell line
TMBIM6,HZGHC004041c003,Human TMBIM6 8bp deletion knockout cell line
TMBIM6,HZGHC004041c011,Human TMBIM6 1bp insertion knockout cell line
TMBIM6,HZGHC004042c005,Human TMBIM6 2bp deletion knockout cell line
TMBIM6,HZGHC004042c006,Human TMBIM6 2bp insertion knockout cell line
BCL9,HZGHC004044c006,Human BCL9 2bp deletion knockout cell line
BCL9,HZGHC004044c008,Human BCL9 11bp deletion knockout cell line
ASPH,HZGHC004045c006,Human ASPH 10bp deletion knockout cell line
ASPH,HZGHC004045c010,Human ASPH 70bp deletion knockout cell line
PRDX3,HZGHC004049c001,Human PRDX3 1bp insertion knockout cell line
PRDX3,HZGHC004049c011,Human PRDX3 1bp insertion knockout cell line
CSNK2A1,HZGHC004051c002,Human CSNK2A1 5bp deletion knockout cell line
CSNK2A1,HZGHC004051c003,Human CSNK2A1 2bp deletion knockout cell line
SLC11A2,HZGHC004052c003,Human SLC11A2 8bp deletion knockout cell line
SLC11A2,HZGHC004052c004,Human SLC11A2 17bp deletion knockout cell line
DDR2,HZGHC004053c010,Human DDR2 20bp deletion knockout cell line
DDR2,HZGHC004053c011,Human DDR2 13bp deletion knockout cell line
SMARCA2,HZGHC004055c008,Human SMARCA2 8bp deletion knockout cell line
SMARCA2,HZGHC004055c012,Human SMARCA2 10bp deletion knockout cell line
TMEM177,HZGHC004057c011,Human TMEM177 19bp deletion knockout cell line
TMEM177,HZGHC004057c012,Human TMEM177 4bp deletion knockout cell line
MPDU1,HZGHC004060c001,Human MPDU1 7bp deletion knockout cell line
MPDU1,HZGHC004060c012,Human MPDU1 13bp deletion knockout cell line
ALG12,HZGHC004061c006,Human ALG12 26bp deletion knockout cell line
ALG9,HZGHC004062c010,Human ALG9 5bp deletion knockout cell line
ALG9,HZGHC004062c012,Human ALG9 2bp deletion knockout cell line
ATP6V0A2,HZGHC004063c003,Human ATP6V0A2 2bp deletion knockout cell line
ATP6V0A2,HZGHC004063c008,Human ATP6V0A2 5bp deletion knockout cell line
326F20,HZGHC004065c012,Human RP11-326F20.5 2bp insertion knockout cell line
B4GALT7,HZGHC004066c001,Human B4GALT7 100bp deletion knockout cell line
B4GALT7,HZGHC004066c011,Human B4GALT7 2bp deletion knockout cell line
C1GALT1C1,HZGHC004067c003,Human C1GALT1C1 17bp deletion knockout cell line
C1GALT1C1,HZGHC004067c008,Human C1GALT1C1 7bp deletion knockout cell line
EXT1,HZGHC004069c001,Human EXT1 11bp deletion knockout cell line
EXT1,HZGHC004069c008,Human EXT1 16bp deletion knockout cell line
EXT2,HZGHC004070c010,Human EXT2 2bp deletion knockout cell line
EXT2,HZGHC004070c011,Human EXT2 5bp deletion knockout cell line
GLS,HZGHC004071c005,Human GLS 2bp insertion knockout cell line
GLS,HZGHC004071c007,Human GLS 2bp insertion knockout cell line
MGAT2,HZGHC004072c003,Human MGAT2 2bp insertion knockout cell line
MGAT2,HZGHC004072c005,Human MGAT2 14bp deletion knockout cell line
PIGM,HZGHC004074c001,Human PIGM 1bp insertion knockout cell line
ST3GAL5,HZGHC004075c001,Human ST3GAL5 2bp deletion knockout cell line
ST3GAL5,HZGHC004075c009,Human ST3GAL5 14bp deletion knockout cell line
TUSC3,HZGHC004076c007,Human TUSC3 28bp deletion knockout cell line
BAG4,HZGHC004077c005,Human BAG4 67bp deletion knockout cell line
TOMM7,HZGHC004079c005,Human TOMM7 8bp deletion knockout cell line
TOMM7,HZGHC004079c006,Human TOMM7 8bp deletion knockout cell line
ACVR2A,HZGHC004080c001,Human ACVR2A 2bp deletion knockout cell line
ACVR2A,HZGHC004080c005,Human ACVR2A 16bp deletion knockout cell line
CD46,HZGHC004081c006,Human CD46 10bp deletion knockout cell line
CD46,HZGHC004081c011,Human CD46 1bp insertion knockout cell line
TMEM150C,HZGHC004084c004,"Human TMEM150A, TMEM150C multiple knockout cell line"
TMEM150C,HZGHC004084c006,"Human TMEM150A, TMEM150C multiple knockout cell line"
UBQLN1,HZGHC004088c002,Human UBQLN1 172bp deletion knockout cell line
UBQLN1,HZGHC004088c009,Human UBQLN1 1bp deletion knockout cell line
UBQLN2,HZGHC004089c001,Human UBQLN2 7bp deletion knockout cell line
UBQLN2,HZGHC004089c007,Human UBQLN2 4bp deletion knockout cell line
TRIM4,HZGHC004093c001,Human TRIM4 11bp deletion knockout cell line
TRIM4,HZGHC004093c012,Human TRIM4 2bp deletion knockout cell line
H3F3B,HZGHC004094c001,Human H3F3B 1bp deletion knockout cell line
H3F3B,HZGHC004094c008,Human H3F3B 4bp deletion knockout cell line
SIRT1,HZGHC004099c002,Human SIRT1 10bp deletion knockout cell line
PRKD2,HZGHC004104c009,"Human PRKD1, PRKD2 multiple knockout cell line"
PPP1R1A,HZGHC004105c001,Human PPP1R1A 5bp deletion knockout cell line
PPP1R1A,HZGHC004105c003,Human PPP1R1A 1bp insertion knockout cell line
PPP1R1A,HZGHC004105c005,Human PPP1R1A 1bp deletion knockout cell line
HDAC6,HZGHC004106c005,Human HDAC6 10bp deletion knockout cell line
HDAC6,HZGHC004106c010,Human HDAC6 11bp deletion knockout cell line
GBA2,HZGHC004109c001,Human GBA2 5bp deletion knockout cell line
GBA2,HZGHC004109c002,Human GBA2 1bp insertion knockout cell line
GBA2,HZGHC004109c011,Human GBA2 1bp insertion knockout cell line
CRELD1,HZGHC004111c004,Human CRELD1 22bp deletion knockout cell line
CRELD1,HZGHC004111c009,Human CRELD1 14bp deletion knockout cell line
POLE4,HZGHC004113c006,Human POLE4 35bp deletion knockout cell line
CASC3,HZGHC004114c002,Human CASC3 2bp deletion knockout cell line
CASC3,HZGHC004114c010,Human CASC3 1bp insertion knockout cell line
CASC3,HZGHC004114c012,Human CASC3 1bp deletion knockout cell line
MAP3K8,HZGHC004116c002,Human MAP3K8 35bp deletion knockout cell line
MAP3K8,HZGHC004116c012,Human MAP3K8 2bp deletion knockout cell line
PPARD,HZGHC004117c004,Human PPARD 5bp deletion knockout cell line
PPARD,HZGHC004117c011,Human PPARD 4bp deletion knockout cell line
HDAC1,HZGHC004120c002,Human HDAC1 8bp deletion knockout cell line
HDAC1,HZGHC004120c004,Human HDAC1 1bp insertion knockout cell line
UBAC2,HZGHC004123c006,Human UBAC2 2bp deletion knockout cell line
UBAC2,HZGHC004124c008,Human UBAC2 10bp deletion knockout cell line
UBAC2,HZGHC004124c009,Human UBAC2 121bp insertion knockout cell line
RABGAP1,HZGHC004125c011,Human RABGAP1 4bp deletion knockout cell line
GPATCH2,HZGHC004130c003,Human GPATCH2 142bp deletion knockout cell line
GPATCH2,HZGHC004130c006,Human GPATCH2 10bp deletion knockout cell line
BUB1,HZGHC004132c001,Human BUB1 7bp deletion knockout cell line
BUB1,HZGHC004132c004,Human BUB1 10bp deletion knockout cell line
KDM6A,HZGHC004134c001,Human KDM6A 1bp insertion knockout cell line
KDM6A,HZGHC004134c011,Human KDM6A 1bp deletion knockout cell line
PDXK,HZGHC004144c003,Human PDXK 1bp insertion knockout cell line
TMEM150A,HZGHC004145c001,"Human TMEM150C, TMEM150A multiple knockout cell line"
TMEM150A,HZGHC004145c012,"Human TMEM150C, TMEM150A multiple knockout cell line"
MKNK1,HZGHC004146c007,"Human MKNK2, MKNK1 multiple knockout cell line"
MKNK1,HZGHC004146c012,"Human MKNK2, MKNK1 multiple knockout cell line"
ITPR2,HZGHC004149c002,"Human ITPR1, ITPR2 multiple knockout cell line"
ITPR2,HZGHC004149c007,"Human ITPR1, ITPR2 multiple knockout cell line"
ITPR2,HZGHC004149c011,"Human ITPR1, ITPR2 multiple knockout cell line"
ITPR2,HZGHC004150c008,"Human ITPR3, ITPR2 multiple knockout cell line"
ITPR2,HZGHC004150c010,"Human ITPR3, ITPR2 multiple knockout cell line"
ITPR3,HZGHC004151c004,"Human ITPR1, ITPR3 multiple knockout cell line"
ITPR3,HZGHC004151c005,"Human ITPR1, ITPR3 multiple knockout cell line"
ITPR3,HZGHC004152c004,"Human ITPR2, ITPR3 multiple knockout cell line"
ITPR3,HZGHC004152c012,"Human ITPR2, ITPR3 multiple knockout cell line"
KDM3A,HZGHC004156c010,Human KDM3A 4bp deletion knockout cell line
KDM3A,HZGHC004156c012,Human KDM3A 10bp deletion knockout cell line
KDM4B,HZGHC004158c004,Human KDM4B 118bp deletion knockout cell line
KDM4B,HZGHC004158c008,Human KDM4B 79bp deletion knockout cell line
KDM4C,HZGHC004161c004,Human KDM4C 2bp deletion knockout cell line
KDM5B,HZGHC004164c008,Human KDM5B 1bp deletion knockout cell line
KDM5B,HZGHC004164c011,Human KDM5B 1bp insertion knockout cell line
JMJD1C,HZGHC004168c002,Human JMJD1C 1bp deletion knockout cell line
JMJD1C,HZGHC004168c006,Human JMJD1C 1bp insertion knockout cell line
PHF2,HZGHC004169c007,Human PHF2 1bp insertion knockout cell line
PHF2,HZGHC004169c009,Human PHF2 25bp deletion knockout cell line
PHF8,HZGHC004171c002,Human PHF8 2bp deletion knockout cell line
PHF8,HZGHC004171c010,Human PHF8 4bp deletion knockout cell line
OXLD1,HZGHC004174c008,Human OXLD1 8bp deletion knockout cell line
ATP5I,HZGHC004183c008,Human ATP5I 5bp deletion knockout cell line
ATP5I,HZGHC004183c012,Human ATP5I 11bp deletion knockout cell line
PPIF,HZGHC004184c004,Human PPIF 1bp insertion knockout cell line
PPIF,HZGHC004185c012,Human PPIF 37bp deletion knockout cell line
TOX3,HZGHC004187c004,Human TOX3 34bp deletion knockout cell line
TOX3,HZGHC004187c011,Human TOX3 2bp deletion knockout cell line
RCAN1,HZGHC004188c010,Human RCAN1 4bp deletion knockout cell line
SPRED2,HZGHC004189c003,Human SPRED2 4bp deletion knockout cell line
SPRED2,HZGHC004189c012,Human SPRED2 1bp insertion knockout cell line
PIP4K2C,HZGHC004190c004,Human PIP4K2C 1bp insertion knockout cell line
IL6ST,HZGHC004191c007,Human IL6ST 5bp deletion knockout cell line
IL6ST,HZGHC004191c008,Human IL6ST 1bp insertion knockout cell line
CD58,HZGHC004192c004,Human CD58 16bp deletion knockout cell line
CD58,HZGHC004192c010,Human CD58 8bp deletion knockout cell line
GAA,HZGHC004204c004,Human GAA 2bp insertion knockout cell line
PALM,HZGHC004206c012,Human PALM 10bp deletion knockout cell line
PRPF40B,HZGHC004209c007,Human PRPF40B 1bp insertion knockout cell line
ESYT1,HZGHC004211c011,"Human ESYT2, ESYT1 multiple knockout cell line"
ESYT1,HZGHC004211c012,"Human ESYT2, ESYT1 multiple knockout cell line"
ESYT2,HZGHC004212c003,"Human ESYT1, ESYT2 multiple knockout cell line"
ESYT2,HZGHC004212c012,"Human ESYT1, ESYT2 multiple knockout cell line"
IQSEC1,HZGHC004214c001,"Human IQSEC2, IQSEC1 multiple knockout cell line"
IQSEC1,HZGHC004214c011,"Human IQSEC2, IQSEC1 multiple knockout cell line"
IQSEC1,HZGHC004214c012,"Human IQSEC2, IQSEC1 multiple knockout cell line"
IQSEC1,HZGHC004215c001,"Human IQSEC2, IQSEC1 multiple knockout cell line"
SMARCA4,HZGHC004218c005,Human SMARCA4 22bp deletion knockout cell line
ADIPOR1,HZGHC004219c005,"Human ADIPOR2, ADIPOR1 multiple knockout cell line"
ADIPOR1,HZGHC004219c012,"Human ADIPOR2, ADIPOR1 multiple knockout cell line"
ADIPOR2,HZGHC004220c001,"Human ADIPOR1, ADIPOR2 multiple knockout cell line"
NRBP1,HZGHC004221c009,Human NRBP1 8bp deletion knockout cell line
MAPK7,HZGHC004222c004,Human MAPK7 1bp insertion knockout cell line
MAPK7,HZGHC004222c008,Human MAPK7 13bp deletion knockout cell line
KIF2A,HZGHC004223c009,Human KIF2A 32bp deletion knockout cell line
KIF2A,HZGHC004223c012,Human KIF2A 5bp deletion knockout cell line
KIF4A,HZGHC004224c006,Human KIF4A 11bp deletion knockout cell line
KIF4A,HZGHC004224c012,Human KIF4A 8bp deletion knockout cell line
KIF2C,HZGHC004225c008,Human KIF2C 5bp deletion knockout cell line
KIF2C,HZGHC004225c012,Human KIF2C 2bp deletion knockout cell line
KIFC1,HZGHC004226c003,Human KIFC1 8bp deletion knockout cell line
KIFC1,HZGHC004226c006,Human KIFC1 5bp deletion knockout cell line
NDUFA2,HZGHC004228c001,Human NDUFA2 17bp deletion knockout cell line
NDUFA2,HZGHC004228c008,Human NDUFA2 2bp insertion knockout cell line
FANCA,HZGHC004231c005,Human FANCA 2bp deletion knockout cell line
ADORA2B,HZGHC004232c001,Human ADORA2B 2bp deletion knockout cell line
PLGRKT,HZGHC004234c010,Human PLGRKT 2bp deletion knockout cell line
PLGRKT,HZGHC004234c011,Human PLGRKT 5bp deletion knockout cell line
XPR1,HZGHC004238c006,Human XPR1 2bp deletion knockout cell line
XPR1,HZGHC004238c008,Human XPR1 2bp deletion knockout cell line
ZFYVE1,HZGHC004239c005,Human ZFYVE1 22bp deletion knockout cell line
SPIRE1,HZGHC004243c005,Human SPIRE1 86bp deletion knockout cell line
INF2,HZGHC004246c012,Human INF2 17bp deletion knockout cell line
N6AMT2,HZGHC004249c001,Human N6AMT2 1bp insertion knockout cell line
RNF111,HZGHC004250c003,Human RNF111 1bp deletion knockout cell line
RNF111,HZGHC004250c009,Human RNF111 1bp insertion knockout cell line
ZCCHC4,HZGHC004252c007,Human ZCCHC4 19bp deletion knockout cell line
ZCCHC4,HZGHC004252c009,Human ZCCHC4 4bp deletion knockout cell line
ZCCHC4,HZGHC004253c004,Human ZCCHC4 7bp deletion knockout cell line
ZCCHC4,HZGHC004253c012,Human ZCCHC4 13bp deletion knockout cell line
RLIM,HZGHC004255c001,Human RLIM 1bp insertion knockout cell line
RLIM,HZGHC004255c004,Human RLIM 1bp insertion knockout cell line
GPR137B,HZGHC004259c003,Human GPR137B 11bp deletion knockout cell line
CDH3,HZGHC004260c002,Human CDH3 80bp deletion knockout cell line
CDH3,HZGHC004260c003,Human CDH3 5bp deletion knockout cell line
KCNK1,HZGHC004276c001,Human KCNK1 11bp deletion knockout cell line
BCL7B,HZGHC004278c003,Human BCL7B 1bp deletion knockout cell line
BCL7B,HZGHC004278c008,Human BCL7B 7bp deletion knockout cell line
BCL7B,HZGHC004278c010,Human BCL7B 1bp insertion knockout cell line
PRPS1,HZGHC004289c002,Human PRPS1 5bp deletion knockout cell line
PRPS1,HZGHC004289c007,Human PRPS1 7bp deletion knockout cell line
APRT,HZGHC004290c003,Human APRT 4bp deletion knockout cell line
APRT,HZGHC004290c006,Human APRT 2bp deletion knockout cell line
CD46,HZGHC004295c009,Human CD46 4bp deletion knockout cell line
CD46,HZGHC004295c011,Human CD46 5bp deletion knockout cell line
CD46,HZGHC004295c012,Human CD46 1bp deletion knockout cell line
CD46,HZGHC004296c005,Human CD46 1bp insertion knockout cell line
CD46,HZGHC004296c007,Human CD46 1bp insertion knockout cell line
CD81,HZGHC004297c001,Human CD81 1bp insertion knockout cell line
CD81,HZGHC004297c005,Human CD81 2bp deletion knockout cell line
CD81,HZGHC004297c008,Human CD81 1bp deletion knockout cell line
CD81,HZGHC004297c009,Human CD81 92bp deletion knockout cell line
CD81,HZGHC004298c002,Human CD81 1bp insertion knockout cell line
MSH2,HZGHC004302c002,Human MSH2 1bp insertion knockout cell line
MSH2,HZGHC004302c006,Human MSH2 7bp deletion knockout cell line
MSH2,HZGHC004302c010,Human MSH2 1bp insertion knockout cell line
VAPB,HZGHC004304c002,"Human VAPA, VAPB multiple knockout cell line"
NEIL3,HZGHC004305c006,"""Human NTHL1, NEIL3, NEIL2, NEIL1 multiple knockout cell lin"
NEIL3,HZGHC004305c008,"""Human NTHL1, NEIL3, NEIL2, NEIL1 multiple knockout cell lin"
NEIL3,HZGHC004306c002,"""Human NTHL1, NEIL3, NEIL2, NEIL1 multiple knockout cell lin"
NEIL3,HZGHC004306c010,"""Human NTHL1, NEIL3, NEIL2, NEIL1 multiple knockout cell lin"
FAM91A1,HZGHC004315c011,Human FAM91A1 10bp deletion knockout cell line
FAM91A1,HZGHC004315c012,Human FAM91A1 4bp deletion knockout cell line
NMT1,HZGHC004318c001,Human NMT1 1bp insertion knockout cell line
NMT1,HZGHC004318c007,Human NMT1 2bp insertion knockout cell line
PAPSS2,HZGHC004332c002,Human PAPSS2 1bp deletion knockout cell line
PAPSS2,HZGHC004332c004,Human PAPSS2 22bp deletion knockout cell line
PAPSS2,HZGHC004332c012,Human PAPSS2 1bp insertion knockout cell line
INF2,HZGHC004333c007,Human INF2 10bp deletion knockout cell line
INF2,HZGHC004333c008,Human INF2 11bp deletion knockout cell line
SPIRE1C,HZGHC004334c002,Human  82bp deletion knockout cell line
B4GALNT3,HZGHC004336c006,Human B4GALNT3 7bp deletion knockout cell line
B4GALNT3,HZGHC004336c011,Human B4GALNT3 4bp deletion knockout cell line
B4GALNT4,HZGHC004337c004,Human B4GALNT4 143bp deletion knockout cell line
B4GALNT4,HZGHC004337c006,Human B4GALNT4 2bp deletion knockout cell line
METTL9,HZGHC004343c005,Human METTL9 28bp deletion knockout cell line
METTL9,HZGHC004343c010,Human METTL9 8bp deletion knockout cell line
RTN4,HZGHC004345c003,Human RTN4 5bp deletion knockout cell line
RTN4,HZGHC004345c005,Human RTN4 67bp deletion knockout cell line
RTN4,HZGHC004346c012,Human RTN4 67bp deletion knockout cell line
BIN1,HZGHC004348c005,Human BIN1 5bp deletion knockout cell line
IFITM1,HZGHC004350c009,Human IFITM1 11bp deletion knockout cell line
IFITM1,HZGHC004350c010,Human IFITM1 2bp insertion knockout cell line
IFITM2,HZGHC004353c001,Human IFITM2 20bp deletion knockout cell line
IFITM2,HZGHC004353c006,Human IFITM2 8bp deletion knockout cell line
APOBEC3C,HZGHC004360c008,Human APOBEC3C 4bp deletion knockout cell line
APOBEC3C,HZGHC004360c011,Human APOBEC3C 10bp deletion knockout cell line
TRMT2B,HZGHC004364c004,Human TRMT2B 16bp deletion knockout cell line
TRMT2B,HZGHC004364c006,Human TRMT2B 1bp deletion knockout cell line
TRMT2B,HZGHC004364c008,Human TRMT2B 1bp insertion knockout cell line
KDM5A,HZGHC004366c001,Human KDM5A 2bp deletion knockout cell line
KDM5A,HZGHC004366c006,Human KDM5A 17bp deletion knockout cell line
TIPRL,HZGHC004369c002,Human TIPRL 4bp insertion knockout cell line
CCDC6,HZGHC004371c006,Human CCDC6 56bp deletion knockout cell line
CCDC6,HZGHC004372c003,Human CCDC6 1bp insertion knockout cell line
LCMT1,HZGHC004373c001,Human LCMT1 7bp deletion knockout cell line
LCMT1,HZGHC004373c012,Human LCMT1 7bp deletion knockout cell line
LCMT1,HZGHC004374c006,Human LCMT1 4bp deletion knockout cell line
C9ORF142,HZGHC004376c005,Human C9orf142 1bp insertion knockout cell line
C9ORF142,HZGHC004376c006,Human C9orf142 2bp deletion knockout cell line
WDR76,HZGHC004377c007,Human WDR76 4bp deletion knockout cell line
WDR76,HZGHC004377c011,Human WDR76 10bp deletion knockout cell line
UBQLN1,HZGHC004379c007,"Human UBQLN2, UBQLN1 multiple knockout cell line"
UBQLN1,HZGHC004379c010,"Human UBQLN2, UBQLN1 multiple knockout cell line"
AR,HZGHC004384c005,Human AR 2bp deletion knockout cell line
AR,HZGHC004384c008,Human AR 1bp insertion knockout cell line
CD63,HZGHC004386c003,Human CD63 2bp deletion knockout cell line
INO80E,HZGHC004389c002,Human INO80E 11bp deletion knockout cell line
INO80E,HZGHC004390c001,Human INO80E 170bp deletion knockout cell line
PWWP2B,HZGHC004391c010,Human PWWP2B 5bp deletion knockout cell line
PWWP2B,HZGHC004392c001,Human PWWP2B 38bp deletion knockout cell line
B3GALTL,HZGHC004393c001,Human B3GALTL 1bp insertion knockout cell line
B3GALTL,HZGHC004393c005,Human B3GALTL 1bp deletion knockout cell line
TOM1,HZGHC004405c003,Human TOM1 1bp deletion knockout cell line
TOM1,HZGHC004405c006,Human TOM1 1bp insertion knockout cell line
TOM1,HZGHC004405c012,Human TOM1 7bp deletion knockout cell line
TOM1,HZGHC004406c009,Human TOM1 13bp deletion knockout cell line
FAM111A,HZGHC004409c008,Human FAM111A 11bp deletion knockout cell line
FAM111A,HZGHC004409c010,Human FAM111A 7bp deletion knockout cell line
FAM111A,HZGHC004410c010,Human FAM111A 1bp insertion knockout cell line
IRF2,HZGHC004411c001,Human IRF2 1bp deletion knockout cell line
IRF2,HZGHC004412c008,Human IRF2 1bp insertion knockout cell line
IRF2,HZGHC004412c010,Human IRF2 2bp deletion knockout cell line
POLDIP2,HZGHC004414c001,Human POLDIP2 1bp insertion knockout cell line
POLDIP2,HZGHC004414c008,Human POLDIP2 2bp insertion knockout cell line
INF2,HZGHC004415c001,"Human SPIRE1, INF2 multiple knockout cell line"
INF2,HZGHC004415c012,"Human SPIRE1, INF2 multiple knockout cell line"
NEDD4,HZGHC004416c002,Human NEDD4 2bp insertion knockout cell line
NEDD4,HZGHC004416c007,Human NEDD4 7bp deletion knockout cell line
PTCH1,HZGHC004419c010,Human PTCH1 94bp deletion knockout cell line
PTPN3,HZGHC004424c004,Human PTPN3 4bp deletion knockout cell line
PTPN3,HZGHC004424c008,Human PTPN3 1bp deletion knockout cell line
OGT,HZGHC004426c001,Human  7bp deletion knockout cell line
OGT,HZGHC004426c002,Human  16bp deletion knockout cell line
