gene_name,item_number,product_name
OGT,HZGHC004426c006,Human  1bp deletion knockout cell line
SDC2,HZGHC004431c002,Human SDC2 10bp deletion knockout cell line
SDC2,HZGHC004431c005,Human SDC2 10bp deletion knockout cell line
SDC2,HZGHC004432c003,Human SDC2 11bp deletion knockout cell line
SDC2,HZGHC004432c009,Human SDC2 7bp deletion knockout cell line
PFKFB3,HZGHC004434c009,Human PFKFB3 13bp deletion knockout cell line
PFKFB3,HZGHC004434c010,Human PFKFB3 2bp insertion knockout cell line
HLTF,HZGHC004435c003,Human HLTF 2bp deletion knockout cell line
HLTF,HZGHC004435c010,Human HLTF 2bp deletion knockout cell line
HLTF,HZGHC004436c009,Human HLTF 1bp insertion knockout cell line
UBQLN2,HZGHC004438c002,"Human UBQLN1, UBQLN2 multiple knockout cell line"
DAXX,HZGHC004446c010,Human DAXX 2bp deletion knockout cell line
EMC6,HZGHC004449c005,Human EMC6 1bp deletion knockout cell line
EMC6,HZGHC004449c007,Human EMC6 32bp deletion knockout cell line
APAF1,HZGHC004466c001,Human APAF1 2bp deletion knockout cell line
APAF1,HZGHC004466c012,Human APAF1 4bp deletion knockout cell line
APAF1,HZGHC004467c005,Human APAF1 1bp insertion knockout cell line
APAF1,HZGHC004467c011,Human APAF1 2bp deletion knockout cell line
PRIMPOL,HZGHC004469c008,Human PRIMPOL 2bp deletion knockout cell line
PRIMPOL,HZGHC004469c012,Human PRIMPOL 20bp deletion knockout cell line
TK1,HZGHC004471c004,Human TK1 19bp deletion knockout cell line
TK1,HZGHC004471c012,Human TK1 68bp deletion knockout cell line
DNAJA1,HZGHC004473c007,Human DNAJA1 2bp deletion knockout cell line
EZH2,HZGHC004488c006,Human EZH2 13bp deletion knockout cell line
EZH2,HZGHC004488c010,Human EZH2 17bp deletion knockout cell line
GPR137,HZGHC004496c002,"Human GPR137B, GPR137 multiple knockout cell line"
GPR137,HZGHC004496c012,"Human GPR137B, GPR137 multiple knockout cell line"
GPR137B,HZGHC004497c010,"Human GPR137, GPR137B multiple knockout cell line"
GPR137B,HZGHC004497c011,"Human GPR137, GPR137B multiple knockout cell line"
VAV2,HZGHC004498c002,Human VAV2 8bp deletion knockout cell line
VAV2,HZGHC004498c012,Human VAV2 14bp deletion knockout cell line
VAV2,HZGHC004499c003,Human VAV2 20bp deletion knockout cell line
VAV2,HZGHC004499c011,Human VAV2 1bp insertion knockout cell line
RFX5,HZGHC004500c001,Human RFX5 2bp deletion knockout cell line
RFX5,HZGHC004500c002,Human RFX5 19bp deletion knockout cell line
GABARAPL1,HZGHC004507c002,"Human GABARAPL2, GABARAPL1 multiple knockout cell line"
GABARAPL1,HZGHC004507c012,"Human GABARAPL2, GABARAPL1 multiple knockout cell line"
SLC1A5,HZGHC004512c005,Human SLC1A5 5bp deletion knockout cell line
SLC1A5,HZGHC004512c006,Human SLC1A5 8bp deletion knockout cell line
RECQL,HZGHC004513c004,Human RECQL 11bp deletion knockout cell line
RECQL,HZGHC004513c008,Human RECQL 5bp deletion knockout cell line
RECQL,HZGHC004514c006,Human RECQL 2bp insertion knockout cell line
RECQL,HZGHC004514c010,Human RECQL 8bp deletion knockout cell line
STAT3,HZGHC004516c002,Human STAT3 8bp deletion knockout cell line
STAT3,HZGHC004516c003,Human STAT3 1bp insertion knockout cell line
SLC40A1,HZGHC004521c010,Human SLC40A1 13bp deletion knockout cell line
GBA,HZGHC004523c001,Human GBA 1bp insertion knockout cell line
SLC9A6,HZGHC004524c003,Human SLC9A6 4bp deletion knockout cell line
SLC9A6,HZGHC004524c006,Human SLC9A6 1bp insertion knockout cell line
SLC9A6,HZGHC004524c011,Human SLC9A6 1bp deletion knockout cell line
CSNK1D,HZGHC004527c012,Human CSNK1D 10bp deletion knockout cell line
RNF31,HZGHC004529c011,Human RNF31 1bp insertion knockout cell line
RNF31,HZGHC004529c012,Human RNF31 1bp insertion knockout cell line
SETMAR,HZGHC004540c003,Human SETMAR 2bp insertion knockout cell line
SETMAR,HZGHC004540c004,Human SETMAR 10bp deletion knockout cell line
GBA,HZGHC004541c001,Human GBA 23bp deletion knockout cell line
GBA,HZGHC004541c010,Human GBA 2bp deletion knockout cell line
GBA,HZGHC004542c002,Human GBA 1bp insertion knockout cell line
GBA,HZGHC004542c012,Human GBA 1bp deletion knockout cell line
SLC1A5,HZGHC004543c006,Human SLC1A5 1bp insertion knockout cell line
PALM,HZGHC004544c007,Human PALM 10bp deletion knockout cell line
PALM,HZGHC004544c010,Human PALM 49bp deletion knockout cell line
BMPR1A,HZGHC004546c007,Human BMPR1A 8bp deletion knockout cell line
BMPR1A,HZGHC004546c010,Human BMPR1A 1bp insertion knockout cell line
PDIK1L,HZGHC004547c001,Human PDIK1L 2bp deletion knockout cell line
PDIK1L,HZGHC004547c010,Human PDIK1L 1bp deletion knockout cell line
PDIK1L,HZGHC004547c012,Human PDIK1L 1bp insertion knockout cell line
FASTK,HZGHC004548c005,Human FASTK 70bp deletion knockout cell line
FASTK,HZGHC004548c008,Human FASTK 16bp deletion knockout cell line
HARBI1,HZGHC004559c003,Human HARBI1 2bp deletion knockout cell line
RFX5,HZGHC004571c006,Human RFX5 2bp deletion knockout cell line
RFX5,HZGHC004571c010,Human RFX5 2bp deletion knockout cell line
ITPR1,HZGHC004573c001,"Human ITPR3, ITPR1, ITPR2 multiple knockout cell line"
ITPR3,HZGHC004574c003,"Human ITPR1, ITPR3, ITPR2 multiple knockout cell line"
ITPR3,HZGHC004574c011,"Human ITPR1, ITPR3, ITPR2 multiple knockout cell line"
ITPR1,HZGHC004575c003,"Human ITPR2, ITPR1, ITPR3 multiple knockout cell line"
ITPR1,HZGHC004575c005,"Human ITPR2, ITPR1, ITPR3 multiple knockout cell line"
SPIRE1,HZGHC004590c003,"Human INF2, SPIRE1 multiple knockout cell line"
SPIRE1,HZGHC004590c008,"Human INF2, SPIRE1 multiple knockout cell line"
TFE3,HZGHC004592c009,Human TFE3 2bp deletion knockout cell line
TFE3,HZGHC004592c010,Human TFE3 58bp deletion knockout cell line
TEX2,HZGHC004593c010,Human TEX2 7bp deletion knockout cell line
TEX2,HZGHC004593c011,Human TEX2 10bp deletion knockout cell line
HTT,HZGHC004595c006,Human HTT 2bp deletion knockout cell line
USMG5,HZGHC004597c002,Human USMG5 11bp deletion knockout cell line
USMG5,HZGHC004597c012,Human USMG5 43bp deletion knockout cell line
CCDC6,HZGHC004620c001,"Human PPP2R4, CCDC6 multiple knockout cell line"
CCDC6,HZGHC004620c010,"Human PPP2R4, CCDC6 multiple knockout cell line"
EWSR1,HZGHC004622c006,Human EWSR1 4bp deletion knockout cell line
EWSR1,HZGHC004622c011,Human EWSR1 5bp deletion knockout cell line
VPS4A,HZGHC004623c005,Human VPS4A 5bp deletion knockout cell line
VPS4A,HZGHC004623c007,Human VPS4A 143bp deletion knockout cell line
VPS4A,HZGHC004624c001,Human VPS4A 7bp deletion knockout cell line
VPS4A,HZGHC004624c003,Human VPS4A 2bp deletion knockout cell line
HGS,HZGHC004626c005,Human HGS 11bp deletion knockout cell line
HGS,HZGHC004626c010,Human HGS 10bp deletion knockout cell line
GPR137B,HZGHC004628c003,"Human GPR137C, GPR137B, GPR137 multiple knockout cell line"
GPR137B,HZGHC004628c010,"Human GPR137C, GPR137B, GPR137 multiple knockout cell line"
GPR137B,HZGHC004628c012,"Human GPR137C, GPR137B, GPR137 multiple knockout cell line"
SQRDL,HZGHC004630c011,Human SQRDL 2bp deletion knockout cell line
RNASEH2C,HZGHC004633c003,Human RNASEH2C 10bp deletion knockout cell line
PPP2R4,HZGHC004644c012,Human PPP2R4 1bp insertion knockout cell line
ULK1,HZGHC004649c003,"Human ULK2, ULK1 multiple knockout cell line"
ULK1,HZGHC004649c011,"Human ULK2, ULK1 multiple knockout cell line"
HNRNPA1,HZGHC004651c006,Human HNRNPA1 1bp insertion knockout cell line
HNRNPA1,HZGHC004651c010,Human HNRNPA1 2bp insertion knockout cell line
HNRNPA1,HZGHC004651c011,Human HNRNPA1 1bp insertion knockout cell line
HNRNPA1,HZGHC004652c004,Human HNRNPA1 2bp deletion knockout cell line
HNRNPA1,HZGHC004652c006,Human HNRNPA1 68bp insertion knockout cell line
TAF15,HZGHC004653c001,Human TAF15 2bp deletion knockout cell line
TAF15,HZGHC004653c012,Human TAF15 5bp deletion knockout cell line
MGME1,HZGHC004657c012,Human MGME1 1bp deletion knockout cell line
MGME1,HZGHC004658c009,Human MGME1 5bp deletion knockout cell line
TMEM5,HZGHC004662c002,Human TMEM5 2bp deletion knockout cell line
TMEM5,HZGHC004662c010,Human TMEM5 5bp deletion knockout cell line
TMEM5,HZGHC004663c001,Human TMEM5 1bp insertion knockout cell line
TMEM5,HZGHC004663c009,Human TMEM5 1bp insertion knockout cell line
DNMT1,HZGHC004665c007,"Human L1TD1, DNMT1 multiple knockout cell line"
PNPLA2,HZGHC004666c014,HAP1 PNPLA2 (-)
PNPLA2,HZGHC004666c018,HAP1 PNPLA2 (-)
PNPLA2,HZGHC004666c020,HAP1 PNPLA2 (-)
PNPLA2,HZGHC004666c021,HAP1 PNPLA2 (-)
PNPLA2,HZGHC004666c022,HAP1 PNPLA2 (-)
MTHFD2,HZGHC004667c004,Human MTHFD2 4bp deletion knockout cell line
MTHFD2,HZGHC004667c010,Human MTHFD2 1bp insertion knockout cell line
VPS4A,HZGHC004668c001,Human VPS4A 16bp deletion knockout cell line
VPS4A,HZGHC004668c004,Human VPS4A 100bp deletion knockout cell line
VPS4A,HZGHC004669c001,Human VPS4A 7bp deletion knockout cell line
VPS4A,HZGHC004669c010,Human VPS4A 19bp deletion knockout cell line
BAG6,HZGHC004676c001,Human BAG6 10bp deletion knockout cell line
BAG6,HZGHC004676c006,Human BAG6 29bp deletion knockout cell line
ARMC5,HZGHC004678c011,Human ARMC5 2bp deletion knockout cell line
ARMC5,HZGHC004678c012,Human ARMC5 16bp deletion knockout cell line
FGD4,HZGHC004680c001,Human FGD4 13bp deletion knockout cell line
FGD4,HZGHC004680c010,Human FGD4 2bp deletion knockout cell line
MPG,HZGHC004683c001,"Human XPA, MPG multiple knockout cell line"
MPG,HZGHC004683c010,"Human XPA, MPG multiple knockout cell line"
XPA,HZGHC004684c002,"Human MPG, XPA multiple knockout cell line"
XPA,HZGHC004684c011,"Human MPG, XPA multiple knockout cell line"
PARP4,HZGHC004689c004,Human PARP4 2bp deletion knockout cell line
PARP4,HZGHC004689c007,Human PARP4 7bp insertion knockout cell line
PARP9,HZGHC004692c010,Human PARP9 13bp deletion knockout cell line
PARP9,HZGHC004692c011,Human PARP9 29bp deletion knockout cell line
CD46,HZGHC004694c001,"Human CD81, CD46 multiple knockout cell line"
CD46,HZGHC004694c005,"Human CD81, CD46 multiple knockout cell line"
CD46,HZGHC004694c016,"Human CD81, CD46 multiple knockout cell line"
CD46,HZGHC004694c026,"Human CD81, CD46 multiple knockout cell line"
CD46,HZGHC004694c027,"Human CD81, CD46 multiple knockout cell line"
CD81,HZGHC004695c002,"Human CD46, CD81 multiple knockout cell line"
CD81,HZGHC004695c012,"Human CD46, CD81 multiple knockout cell line"
CD81,HZGHC004695c030,"Human CD46, CD81 multiple knockout cell line"
CD81,HZGHC004695c031,"Human CD46, CD81 multiple knockout cell line"
CD81,HZGHC004695c032,"Human CD46, CD81 multiple knockout cell line"
CD81,HZGHC004696c013,"Human CD46, CD81 multiple knockout cell line"
CD81,HZGHC004696c029,"Human CD46, CD81 multiple knockout cell line"
NEIL3,HZGHC004711c001,"Human FANCD2, NEIL3 multiple knockout cell line"
NEIL3,HZGHC004711c010,"Human FANCD2, NEIL3 multiple knockout cell line"
FANCD2,HZGHC004712c003,"Human NEIL3, FANCD2 multiple knockout cell line"
FANCD2,HZGHC004712c004,"Human NEIL3, FANCD2 multiple knockout cell line"
FANCD2,HZGHC004712c010,"Human NEIL3, FANCD2 multiple knockout cell line"
FBXO34,HZGHC004714c001,Human FBXO34 1bp insertion knockout cell line
FBXO34,HZGHC004714c002,Human FBXO34 1bp deletion knockout cell line
IDS,HZGHC004716c002,Human IDS 1bp deletion knockout cell line
TRAF3IP2,HZGHC004717c002,Human TRAF3IP2 2bp deletion knockout cell line
TRAF3IP2,HZGHC004717c008,Human TRAF3IP2 23bp deletion knockout cell line
TRAF3IP2,HZGHC004718c005,Human TRAF3IP2 4bp deletion knockout cell line
KIF5B,HZGHC004719c002,Human KIF5B 2bp deletion knockout cell line
ZNF816,HZGHC004722c011,Human ZNF816 8bp deletion knockout cell line
ZNF816,HZGHC004722c012,Human ZNF816 16bp deletion knockout cell line
GPR137B,HZGHC004724c001,"Human GPR137C, GPR137B, GPR137 multiple knockout cell line"
GPR137B,HZGHC004724c010,"Human GPR137C, GPR137B, GPR137 multiple knockout cell line"
ARPC5,HZGHC004728c009,Human ARPC5 5bp deletion knockout cell line
HSPB1,HZGHC004733c006,Human HSPB1 11bp deletion knockout cell line
HSPB1,HZGHC004733c011,Human HSPB1 1bp insertion knockout cell line
KRT8,HZGHC004735c005,Human KRT8 4bp deletion knockout cell line
KRT8,HZGHC004735c006,Human KRT8 2bp deletion knockout cell line
MDM2,HZGHC004736c005,Human MDM2 8bp deletion knockout cell line
MDM2,HZGHC004736c008,Human MDM2 22bp deletion knockout cell line
RB1,HZGHC004737c001,Human RB1 10bp deletion knockout cell line
BCL2,HZGHC004740c001,Human BCL2 5bp deletion knockout cell line
BCL2,HZGHC004740c012,Human BCL2 11bp deletion knockout cell line
MAST4,HZGHC004742c001,Human MAST4 10bp deletion knockout cell line
MAST4,HZGHC004742c002,Human MAST4 20bp deletion knockout cell line
MAST4,HZGHC004743c002,Human MAST4 10bp deletion knockout cell line
MAST4,HZGHC004743c003,Human MAST4 1bp insertion knockout cell line
TROVE2,HZGHC004744c002,Human TROVE2 1bp deletion knockout cell line
PIAS2,HZGHC004750c001,Human PIAS2 1bp insertion knockout cell line
PIAS2,HZGHC004750c008,Human PIAS2 10bp deletion knockout cell line
ATPAF1,HZGHC004752c002,Human ATPAF1 7bp deletion knockout cell line
ATPAF1,HZGHC004752c011,Human ATPAF1 2bp deletion knockout cell line
ATPAF2,HZGHC004753c006,Human ATPAF2 11bp deletion knockout cell line
ATPAF2,HZGHC004753c011,Human ATPAF2 17bp deletion knockout cell line
PARPBP,HZGHC004755c003,Human PARPBP 13bp deletion knockout cell line
PARPBP,HZGHC004755c012,Human PARPBP 5bp deletion knockout cell line
BCL2,HZGHC004759c001,Human BCL2 1bp deletion knockout cell line
CCNB1,HZGHC004760c003,Human CCNB1 1bp insertion knockout cell line
CCNB1,HZGHC004760c008,Human CCNB1 2bp deletion knockout cell line
CDKN1B,HZGHC004761c002,Human CDKN1B 10bp deletion knockout cell line
CDKN1B,HZGHC004761c006,Human CDKN1B 10bp deletion knockout cell line
CDKN1B,HZGHC004761c008,Human CDKN1B 1bp insertion knockout cell line
TUBB3,HZGHC004770c002,Human TUBB3 4bp deletion knockout cell line
TUBB3,HZGHC004770c009,Human TUBB3 1bp deletion knockout cell line
TP53BP1,HZGHC004776c002,Human TP53BP1 1bp insertion knockout cell line
TP53BP1,HZGHC004776c010,Human TP53BP1 1bp insertion knockout cell line
TP53BP1,HZGHC004776c012,Human TP53BP1 1bp deletion knockout cell line
F3,HZGHC004781c001,Human F3 8bp deletion knockout cell line
F3,HZGHC004781c012,Human F3 5bp deletion knockout cell line
GCLM,HZGHC004783c005,Human GCLM 16bp deletion knockout cell line
GCLM,HZGHC004783c006,Human GCLM 22bp deletion knockout cell line
IBTK,HZGHC004785c004,Human IBTK 17bp deletion knockout cell line
IBTK,HZGHC004785c012,Human IBTK 7bp deletion knockout cell line
NSUN3,HZGHC004798c002,Human NSUN3 1bp deletion knockout cell line
NSUN3,HZGHC004798c005,Human NSUN3 1bp insertion knockout cell line
HSF1,HZGHC004801c008,Human HSF1 26bp deletion knockout cell line
HSF1,HZGHC004802c002,Human HSF1 1bp insertion knockout cell line
HSF1,HZGHC004802c005,Human HSF1 1bp insertion knockout cell line
HSF1,HZGHC004802c006,Human HSF1 1bp insertion knockout cell line
CCNE1,HZGHC004808c002,Human CCNE1 13bp deletion knockout cell line
CCNE1,HZGHC004808c004,Human CCNE1 1bp deletion knockout cell line
CCNE1,HZGHC004808c010,Human CCNE1 82bp deletion knockout cell line
CCNT2,HZGHC004810c007,Human CCNT2 1bp insertion knockout cell line
CCNT2,HZGHC004810c009,Human CCNT2 1bp deletion knockout cell line
CCNT1,HZGHC004812c001,Human CCNT1 1bp deletion knockout cell line
CCNT1,HZGHC004812c004,Human CCNT1 1bp insertion knockout cell line
CCNO,HZGHC004814c006,Human CCNO 22bp deletion knockout cell line
CCNO,HZGHC004814c009,Human CCNO 2bp deletion knockout cell line
CCNL2,HZGHC004816c001,Human CCNL2 178bp deletion knockout cell line
CCNL2,HZGHC004816c002,Human CCNL2 5bp deletion knockout cell line
CCNG1,HZGHC004818c003,Human CCNG1 1bp deletion knockout cell line
CCNG2,HZGHC004820c004,Human CCNG2 1bp deletion knockout cell line
CCNG2,HZGHC004820c009,Human CCNG2 1bp insertion knockout cell line
CCNE2,HZGHC004824c001,Human CCNE2 34bp deletion knockout cell line
CCNJ,HZGHC004826c006,Human CCNJ 1bp insertion knockout cell line
CCNJ,HZGHC004826c010,Human CCNJ 1bp insertion knockout cell line
CIC,HZGHC004831c001,Human CIC 11bp deletion knockout cell line
CIC,HZGHC004831c012,Human CIC 10bp deletion knockout cell line
CIC,HZGHC004832c003,Human CIC 29bp deletion knockout cell line
CIC,HZGHC004832c004,Human CIC 95bp deletion knockout cell line
CCNY,HZGHC004835c012,Human CCNY 4bp deletion knockout cell line
CISD2,HZGHC004852c001,Human CISD2 4bp deletion knockout cell line
CISD2,HZGHC004852c009,Human CISD2 2bp deletion knockout cell line
GNAQ,HZGHC004862c001,Human GNAQ 1bp insertion knockout cell line
GNAQ,HZGHC004862c012,Human GNAQ 17bp deletion knockout cell line
KRT10,HZGHC004867c007,Human KRT10 34bp deletion knockout cell line
KRT10,HZGHC004867c011,Human KRT10 1bp deletion knockout cell line
MAST4,HZGHC004870c006,"Human MAST4, MAST4 multiple knockout cell line"
MAST4,HZGHC004870c010,"Human MAST4, MAST4 multiple knockout cell line"
HRSP12,HZGHC004873c012,Human HRSP12 1bp insertion knockout cell line
HRSP12,HZGHC004874c001,Human HRSP12 2bp insertion knockout cell line
FTO,HZGHC004875c012,Human FTO 16bp deletion knockout cell line
FTO,HZGHC004876c011,Human FTO 4bp deletion knockout cell line
FTO,HZGHC004876c012,Human FTO 2bp deletion knockout cell line
VPS51,HZGHC004878c010,Human VPS51 1bp insertion knockout cell line
VPS52,HZGHC004879c003,Human VPS52 2bp deletion knockout cell line
VPS52,HZGHC004879c006,Human VPS52 14bp deletion knockout cell line
WHAMM,HZGHC004883c001,"Human JMY, WHAMM multiple knockout cell line"
WHAMM,HZGHC004883c012,"Human JMY, WHAMM multiple knockout cell line"
WHAMM,HZGHC004884c003,"Human JMY, WHAMM multiple knockout cell line"
WHAMM,HZGHC004884c007,"Human JMY, WHAMM multiple knockout cell line"
MTAP,HZGHC004894c005,Human MTAP 29bp deletion knockout cell line
MTAP,HZGHC004894c012,Human MTAP 4bp deletion knockout cell line
BCOR,HZGHC004895c005,Human BCOR 4bp deletion knockout cell line
BCOR,HZGHC004895c010,Human BCOR 2bp deletion knockout cell line
ICMT,HZGHC004898c001,Human ICMT 5bp deletion knockout cell line
ICMT,HZGHC004898c006,Human ICMT 16bp deletion knockout cell line
CLASP1,HZGHC004899c001,Human CLASP1 20bp deletion knockout cell line
CLASP1,HZGHC004899c010,Human CLASP1 16bp deletion knockout cell line
NUSAP1,HZGHC004902c012,Human NUSAP1 2bp deletion knockout cell line
ACACA,HZGHC004903c002,Human ACACA 2bp deletion knockout cell line
ACO2,HZGHC004906c008,Human ACO2 2bp deletion knockout cell line
ACO2,HZGHC004906c011,Human ACO2 7bp deletion knockout cell line
ALG8,HZGHC004908c003,Human ALG8 1bp insertion knockout cell line
ALG8,HZGHC004908c010,Human ALG8 2bp insertion knockout cell line
DIAPH1,HZGHC004911c001,Human DIAPH1 82bp deletion knockout cell line
DIAPH1,HZGHC004911c003,Human DIAPH1 64bp deletion knockout cell line
GOT1,HZGHC004913c004,Human GOT1 5bp deletion knockout cell line
GOT1,HZGHC004913c010,Human GOT1 16bp deletion knockout cell line
KLF10,HZGHC004915c010,Human KLF10 4bp deletion knockout cell line
KLF10,HZGHC004915c011,Human KLF10 2bp deletion knockout cell line
LDHA,HZGHC004917c002,Human LDHA 22bp deletion knockout cell line
LDHA,HZGHC004917c008,Human LDHA 23bp deletion knockout cell line
PGLS,HZGHC004920c010,Human PGLS 1bp insertion knockout cell line
MAT2B,HZGHC004921c006,Human MAT2B 4bp insertion knockout cell line
MAT2B,HZGHC004922c001,Human MAT2B 1bp insertion knockout cell line
MAT2B,HZGHC004922c005,Human MAT2B 19bp deletion knockout cell line
PGP,HZGHC004923c003,Human PGP 8bp deletion knockout cell line
